Date,Stock,GapSize,MarketCap,OpenAdjusted,OpenUnadjusted,PreVolume,PreRVOL,Pre$Volume,PreHigh,Open/PreHigh,Weekday,GapSizeRel,MaxGain/Gap,PreBreakTime,HODTime,Day1/Gap,Day1,Day2,Overnight,2Day,Volume,$volume,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum,AF6M,AF12M,Price935,Price945,Price1000,Price1100,Price1300,Price1500,Change935/Gap,Change945/Gap,Change1000/Gap,Change1100/Gap,Change1300/Gap,Change1500/Gap
2017-06-12,XBIT,21.249999999999993,127677097.80000001,3.88,3.88,143325.0,0.0931332601956471,,4.0,0.8499999999999998,0,3.6540706821254703,2.6338235294117665,09:30:00,10:12:00,-0.47058823529411825,-0.08247422680412379,-0.03865979381443308,-0.012886597938144284,-0.13402061855670117,9138674.0,36920242.96,-0.00824742268041238,-0.0038659793814433082,-0.0012886597938144284,-0.013402061855670118,0.6691551635269967,0.425360121472294,-0.2623065599761907,0.8322087250231002,,,3.8,4.14,4.67,4.5846,4.605,4.37,-0.11764705882352956,0.38235294117647045,1.1617647058823535,1.036176470588236,1.0661764705882366,0.7205882352941183
2017-06-12,DCTH,27.200000000000003,445791.11340000003,9710925.0,0.0795,0.06739999999999999,4.917907019852146e-10,,10162880.0,0.8212560386473433,0,2.6303024579298633,0.20588235294117646,,09:33:00,1.111764705882353,0.23773584905660378,0.07421383647798742,0.0440251572327044,0.3559748427672956,222641365.0,1905054773569237.5,0.02377358490566038,0.007421383647798742,0.00440251572327044,0.03559748427672956,0.6929287484326571,0.4327815051200928,-0.25790404425292024,0.8678062092998298,,,9747570.0,8990240.0,9564345.0,8880305.0,7842030.0,7280140.0,0.01764705882352941,-0.34705882352941175,-0.07058823529411765,-0.4,-0.9,-1.1705882352941177
2017-06-13,NURO,26.66666666666666,21361270.400000002,41.8,4.18,54951.799999999996,0.10245285924538249,,42.3,0.946236559139785,1,2.809511914745557,0.2500000000000004,09:30:00,09:31:00,1.1136363636363638,0.23444976076555019,0.03588516746411483,0.004784688995215294,0.2751196172248803,5230262.0,192996667.79999998,0.02344497607655502,0.0035885167464114833,0.00047846889952152943,0.027511961722488033,0.7163737245092121,0.43637002186650425,-0.2574255753533987,0.8953181710223178,,,39.5,37.9,37.4,34.5,34.529,0.0,-0.26136363636363613,-0.4431818181818182,-0.5,-0.8295454545454545,-0.8262499999999996,
2017-06-13,RGCO,20.62594268476621,224665976.51999998,31.99,31.99,0.0,0.0,,,,1,6.470951748125988,0.0,,09:30:00,0.9506398537477149,0.16255079712410125,0.002188183807439834,-0.0065645514223195015,0.1581744295092216,21934.0,644640.26,0.016255079712410126,0.0002188183807439834,-0.0006564551422319502,0.015817442950922158,0.7326288042216222,0.43658884024724826,-0.25808203049563067,0.9111356139732399,,,0.0,0.0,0.0,26.74,0.0,0.0,,,,-0.9597806215722122,,
2017-06-14,MTBC,22.727272727272705,26774335.8,1.89,1.89,433003.0,0.3208736417246076,,2.02,0.7291666666666662,2,3.2948365410621423,0.6854285714285723,09:32:00,10:03:00,0.25714285714285684,0.04761904761904755,0.03703703703703707,-0.01587301587301589,0.06878306878306872,10791207.0,19909776.915,0.004761904761904755,0.0037037037037037073,-0.001587301587301589,0.006878306878306872,0.737390708983527,0.44029254395095196,-0.25966933208293225,0.9180139208515468,,,1.83,1.82,1.97,1.8699,1.8293,0.0,-0.171428571428571,-0.19999999999999962,0.22857142857142887,-0.05742857142857147,-0.17342857142857143,
2017-06-15,HTGM,33.01587301587301,23611408.080000002,62.85,4.19,42135.7332,0.04049272080689965,,64.2,0.9203539823008846,3,3.6277467507220775,0.0,,09:30:00,1.028846153846154,0.25536992840095474,0.04295942720763728,0.028639618138424774,0.3269689737470168,7187366.0,394047340.95000005,0.025536992840095474,0.004295942720763728,0.0028639618138424777,0.03269689737470168,0.7629277018236225,0.4445884866717157,-0.2568053702690898,0.9507108182262485,,,56.1,51.576,50.9985,47.7,0.0,47.25,-0.43269230769230765,-0.7226923076923076,-0.7597115384615385,-0.9711538461538459,,-1.0
2017-06-15,UONE,15.789473684210531,112923892.4,2.2,2.2,0.0,0.0,,,,3,1.8072353760653477,0.0,,10:05:00,0.0,0.0,0.022727272727272645,-0.022727272727272645,0.0,194.0,426.8,0.0,0.0022727272727272644,-0.0022727272727272644,0.0,0.7629277018236225,0.44686121394444295,-0.25907809754181704,0.9507108182262485,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-06-16,HUSA,19.672131147540984,6552703.08,9.125,0.73,4929.36,0.00218160371878513,,9.4875,0.8053691275167784,4,2.2924529598265893,0.20000000000000048,,09:31:00,0.5833333333333334,0.0958904109589041,0.054794520547945105,-0.008219178082191704,0.1424657534246575,1244490.0,10811506.875,0.009589041095890411,0.005479452054794511,-0.0008219178082191704,0.014246575342465751,0.7725167429195129,0.45234066599923745,-0.2599000153500362,0.9649573935687142,,,8.6488,8.625,8.4063,7.92,0.0,8.1188,-0.31746666666666695,-0.3333333333333333,-0.4791333333333334,-0.8033333333333333,,-0.6707999999999998
2017-06-16,MYO,18.444444444444443,99124153.35,319.8,10.66,1325.0665999999999,,,388.5,0.42025316455696204,4,2.1309625308046667,4.542108433734938,11:54:00,15:03:00,-2.283132530120481,-0.35553470919324576,-0.1885553470919323,-0.2673545966228893,-0.8114446529080673,1813312.0,682983964.8,-0.03555347091932458,-0.018855534709193232,-0.02673545966228893,-0.08114446529080674,0.7369632720001883,0.43348513129004423,-0.2866354750123251,0.8838129282779075,,,312.72,343.71,313.5,356.1,434.997,529.5,-0.14216867469879482,0.4801204819277101,-0.12650602409638576,0.7289156626506025,2.3131927710843367,4.210843373493975
2017-06-16,CLSN,61.46341463414633,276984755.2,49.65,3.31,50312.133499999996,0.013456195095482378,,80.25,0.3818181818181817,4,7.343187675273919,0.23015873015873026,,09:48:00,0.08730158730158723,0.033232628398791514,0.021148036253776377,0.20845921450151061,0.2628398791540785,7626622.0,372369819.15000004,0.0033232628398791515,0.002114803625377638,0.020845921450151062,0.026283987915407855,0.7402865348400675,0.43559993491542187,-0.26578955356217404,0.9100969161933153,,,44.325,48.417,44.4,44.4,0.0,43.35,-0.2817460317460315,-0.06523809523809508,-0.2777777777777778,-0.2777777777777778,,-0.3333333333333332
2017-06-19,MYO,19.723183391003452,132462795.92999999,519.0,17.3,2492.2999999999997,,,555.0,0.7037037037037033,0,2.278700500902142,2.068912280701755,11:56:00,13:02:00,-0.7052631578947363,-0.11618497109826581,-0.01676300578034691,0.02023121387283237,-0.11271676300578035,1909746.0,1048737015.9,-0.011618497109826582,-0.001676300578034691,0.0020231213872832373,-0.011271676300578036,0.7286680377302409,0.4339236343373872,-0.2637664321748908,0.8988252398927373,,,504.0,440.538,461.646,492.0,681.438,618.168,-0.17543859649122806,-0.9176842105263157,-0.6708070175438595,-0.3157894736842105,1.8998596491228068,1.159859649122807
2017-06-19,DCTH,75.40322580645163,728272.611,10627050.0,0.087,0.10520000000000002,6.224021112627444e-10,,13570865.0,0.6081300813008133,0,7.291665079946699,0.3502673796791444,,15:56:00,-0.32085561497326204,-0.13793103448275862,-1.3275862068965518,-0.06321839080459771,-1.528735632183908,237215103.0,2694751709324850.0,-0.013793103448275862,-0.1327586206896552,-0.006321839080459771,-0.15287356321839082,0.714874934281965,0.30116501364773196,-0.27008827125535056,0.7459516766743465,,,11225585.0,10871350.0,10675910.0,10248385.0,10736985.0,10798060.0,0.13101604278074866,0.053475935828877004,0.0106951871657754,-0.08288770053475936,0.02406417112299465,0.0374331550802139
2017-06-19,RWLK,15.999999999999993,112420546.2,36.25,1.45,3444.56,0.0042618640644322735,,38.75,0.6666666666666664,0,1.945593385928563,2.5,09:59:00,13:45:00,-1.75,-0.2413793103448276,0.06896551724137931,-0.10344827586206896,-0.27586206896551724,4835732.0,196451612.5,-0.024137931034482762,0.006896551724137931,-0.010344827586206896,-0.027586206896551724,0.6907370032474822,0.3080615653718699,-0.2804330988415575,0.7183654697777948,,,35.625,36.875,41.375,0.0,43.875,0.0,-0.125,0.125,1.025,,1.525,
2017-06-21,DCTH,36.36363636363635,1958244.1317999999,36645000.0,0.3,0.14739999999999998,5.376935063674859e-10,,42630350.0,0.6201550387596897,2,3.5164471362698695,0.81125,09:39:00,09:40:00,0.4225,0.11266666666666666,0.05333333333333334,0.04666666666666667,0.21266666666666667,416175567.0,1.4391627863612056e+16,0.011266666666666668,0.005333333333333334,0.004666666666666667,0.02126666666666667,0.7020036699141489,0.31339489870520326,-0.27576643217489083,0.7396321364444615,,,41579860.0,42141750.0,40187350.0,40920250.0,38831485.0,34177570.0,0.505,0.5625,0.3625,0.4375,0.22375,-0.2525
2017-06-22,INPX,16.788321167883204,176923080.98,86400.0,1.6,0.0021,2.1254738035353713e-08,,81000.0,1.7692307692307687,3,1.3714609802337503,0.0,09:30:00,09:30:00,0.782608695652174,0.1125,-0.00625,0.0,0.10625,18070.0,1473427800.0,0.011250000000000001,-0.0006250000000000001,0.0,0.010625,0.7132536699141488,0.3127698987052033,-0.27576643217489083,0.7502571364444615,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-06-22,ANY,23.60939431396787,16161637.611200001,40.0,,4588.634999999999,0.00045296580817339496,,45.82,0.5676077265973255,3,1.909967009135023,2.3560209424083767,09:31:00,13:11:00,-1.4764397905759163,-0.28200000000000003,0.3949999999999999,0.03200000000000003,0.14499999999999993,60432012.0,2758117027.68,-0.028200000000000003,0.03949999999999999,0.003200000000000003,0.014499999999999994,0.6850536699141488,0.35226989870520325,-0.27256643217489085,0.7647571364444614,,,51.2,46.04,51.38,53.6,54.4,46.8,1.4659685863874348,0.7905759162303663,1.4895287958115186,1.780104712041885,1.8848167539267013,0.890052356020942
2017-06-23,AVEO,55.26243473481727,42967493.75,11.3,1.13,246246.99999999997,0.040405533746784746,,12.8,0.7283592901122781,4,7.620250796080643,0.6215813028344106,10:12:00,11:35:00,-0.2983590253605169,-0.10619469026548665,-0.5309734513274336,-0.08849557522123894,-0.7256637168141592,54894350.0,653242765.0,-0.010619469026548665,-0.05309734513274336,-0.008849557522123894,-0.07256637168141593,0.6744342008876002,0.29917255357245987,-0.28141598969701476,0.6921907647630455,,,11.8,10.9,11.993,13.2,12.89,11.5,0.12431626056688211,-0.09945300845350578,0.1723023371456985,0.4724017901541517,0.39532570860268507,0.04972650422675267
2017-06-27,NVIV,17.647058823529417,94228216.5,2250.0,3.0,20.264,2.9807193177059345e-05,,2362.5,0.75,1,1.9349487033605102,0.05555555555555555,,09:30:00,0.5555555555555556,0.08333333333333333,0.1,-0.1,0.08333333333333333,489940.0,1056433125.0,0.008333333333333333,0.010000000000000002,-0.010000000000000002,0.008333333333333333,0.6827675342209335,0.3091725535724599,-0.29141598969701477,0.7005240980963788,,,2081.25,2062.5,1987.575,1987.5,2043.75,0.0,-0.5,-0.5555555555555556,-0.7775555555555554,-0.7777777777777778,-0.6111111111111112,
2017-06-27,TOPS,33.823529411764696,31068938.16,273000.0,0.91,1.4925,3.6583133829633487e-07,,294000.0,0.7666666666666665,1,2.8749769778501806,0.5652173913043478,09:31:00,09:31:00,0.5652173913043478,0.14285714285714285,0.15428571428571428,0.054945054945054944,0.35208791208791207,8869185.0,2248338397500.0,0.014285714285714285,0.015428571428571429,0.005494505494505495,0.03520879120879121,0.6970532485066477,0.3246011250010313,-0.2859214842025093,0.73573288930517,,,252000.0,231360.0,236400.0,225000.0,220500.0,226500.0,-0.30434782608695654,-0.6034782608695652,-0.5304347826086957,-0.6956521739130435,-0.7608695652173914,-0.6739130434782609
2017-06-27,YTEN,19.722747321991175,24165162.45,228.0,5.7,22.975,0.001233576916675168,,231.2,0.9214916584887145,1,1.904646955035133,0.25559105431309886,09:40:00,09:40:00,0.7987220447284344,0.13157894736842105,-0.008771929824561403,-0.008771929824561403,0.11403508771929824,52079.0,11092827.0,0.013157894736842105,-0.0008771929824561404,-0.0008771929824561404,0.011403508771929825,0.7102111432434899,0.32372393201857513,-0.28679867718496543,0.7471363980770999,,,0.0,236.0,0.0,0.0,0.0,0.0,,0.21299254526091585,,,,
2017-06-28,CPHI,15.04793664026678,11314154.123,0.276,0.276,300.0,0.00044776801079658224,,0.24,361.00000000000693,2,1.4141806369463135,0.0,09:30:00,09:30:00,1.0249307479224379,0.13405797101449285,0.03586956521739127,0.014492753623188418,0.18442028985507256,252721.0,65075.6575,0.013405797101449285,0.0035869565217391272,0.001449275362318842,0.018442028985507255,0.7236169403449392,0.32731088854031426,-0.28534940182264656,0.7655784270626071,,,0.2326,0.2388,0.0,0.0,0.0,0.0,-1.2022160664819943,-1.0304709141274235,,,,
2017-06-28,ANY,30.48016701461378,13932100.622332001,50.0,,7172.57,0.00043739815346663147,,55.0,0.7002398081534772,2,2.465802919662189,0.667808219178082,09:30:00,09:31:00,0.49614726027397277,0.11590000000000003,0.00644999999999996,0.05769999999999996,0.18004999999999996,27479917.0,1294372790.4925,0.011590000000000003,0.000644999999999996,0.0057699999999999965,0.018004999999999997,0.7352069403449392,0.32795588854031427,-0.27957940182264657,0.7835834270626072,,,52.02,49.42,49.0,46.0,48.88,45.48,0.17294520547945233,-0.0496575342465752,-0.08561643835616438,-0.3424657534246575,-0.0958904109589039,-0.3869863013698633
2017-06-28,HTBX,15.637786870663572,17769761.5405,45.5,0.65,2052.4141,0.004283928095458053,,46.2,0.8978549540347289,2,1.863194621588934,0.9101251422070539,09:31:00,09:39:00,-0.563139931740615,-0.07615384615384622,0.07461538461538468,-0.014615384615384596,-0.01615384615384614,2839158.0,134100530.235,-0.007615384615384623,0.007461538461538468,-0.0014615384615384597,-0.001615384615384614,0.7275915557295546,0.33541742700185273,-0.281040940284185,0.7819680424472226,,,47.25,49.0,48.256,46.836,0.0,48.58,0.28441410693970426,0.5688282138794085,0.4479115878433286,0.21712985535511115,,0.5005688282138793
2017-07-03,PRPO,47.22222222222223,274773209.0342,198.75,13.25,0.0,,,,,0,4.249441022571391,0.0,,10:16:00,0.27056470588235304,0.08678490566037739,-0.4490566037735849,-0.1547094339622642,-0.5169811320754717,7008.0,1332401.2559999998,0.00867849056603774,-0.04490566037735849,-0.01547094339622642,-0.05169811320754717,0.7362700462955923,0.29051176662449424,-0.2965118836804114,0.7302699292396755,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-07-03,CVM,15.695067264573993,104219240.18,2.58,2.58,1568.0,0.0056982272626014225,,2.7,0.7446808510638293,0,1.7873057016607168,1.0571428571428572,09:48:00,09:50:00,0.4857142857142854,0.06589147286821702,-0.003875968992247979,-0.015503875968992262,0.046511627906976785,800513.0,1997279.935,0.006589147286821702,-0.00038759689922479796,-0.0015503875968992263,0.004651162790697679,0.742859193582414,0.29012416972526944,-0.29806227127731066,0.7349210920303731,,,2.41,2.65,2.769,2.67,0.0,0.0,-0.4857142857142854,0.19999999999999948,0.54,0.2571428571428567,,
2017-07-03,EYES,15.07936507936507,50049653.52,11.6,1.45,31326.625,0.04101557411165791,,12.08,0.7599999999999997,0,1.7652357158262921,0.05263157894736848,,09:30:00,0.9473684210526315,0.12413793103448272,0.013793103448275874,-0.03448275862068969,0.10344827586206891,1802863.0,19615149.439999998,0.012413793103448272,0.0013793103448275874,-0.003448275862068969,0.010344827586206891,0.7552729866858623,0.291503480070097,-0.30151054713937964,0.7452659196165801,,,10.8,10.88,10.56,10.64,10.16,0.0,-0.5263157894736836,-0.47368421052631515,-0.6842105263157892,-0.6315789473684206,-0.9473684210526315,
2017-07-05,PRPO,16.941182304278477,456437674.20000005,212.25,14.15,0.0,,,,,2,1.5245058717457725,6.834479730718569,,11:27:00,-2.902580613688472,-0.4204946996466431,0.2968197879858657,0.007067137809187279,-0.1166077738515901,76514.0,19654533.75,-0.04204946996466431,0.029681978798586573,0.000706713780918728,-0.011660777385159011,0.713223516721198,0.3211854588686836,-0.3008038333584609,0.733605142231421,,,0.0,212.751,0.0,0.0,385.7925,0.0,,0.016293477730621158,,,5.643933850431727,
2017-07-05,MTBC,20.610687022900763,21270722.33,1.58,1.58,118921.0,0.38471119082187494,,1.9,0.4576271186440678,2,2.987989168535747,0.0,,09:30:00,0.555555555555556,0.09493670886075957,0.06962025316455701,-0.05696202531645574,0.10759493670886085,892509.0,1343226.045,0.009493670886075958,0.006962025316455702,-0.005696202531645575,0.010759493670886085,0.722717187607274,0.3281474841851393,-0.3065000358901065,0.7443646359023072,,,1.56,1.5,1.4301,0.0,1.4095,0.0,-0.07407407407407414,-0.29629629629629656,-0.5551851851851857,,-0.6314814814814818,
2017-07-05,CLSN,30.1980198019802,209469721.12,39.45,2.63,77139.26680000001,0.043759824241993116,,41.85,0.792207792207792,2,3.607832857115369,0.6065573770491799,09:37:00,10:02:00,0.34426229508196776,0.07984790874524729,0.03041825095057032,0.15969581749049422,0.2699619771863118,11631435.0,440540600.625,0.007984790874524729,0.0030418250950570323,0.015969581749049423,0.026996197718631182,0.7307019784817987,0.3311893092801963,-0.29053045414105705,0.7713608336209383,,,40.5,37.35,39.15,38.1,37.515,0.0,0.11475409836065541,-0.22950819672131156,-0.0327868852459021,-0.14754098360655749,-0.21147540983606578,
2017-07-06,SHIP,15.533980582524286,173092437.0,285.6,1.19,37.0084,4.643254418433902e-05,,276.0,1.3333333333333353,3,1.9215277108050492,0.0,09:30:00,09:30:00,1.1874999999999996,0.15966386554621856,0.07563025210084041,-0.016806722689075668,0.2184873949579833,446671.0,117385138.80000001,0.015966386554621858,0.0075630252100840414,-0.0016806722689075668,0.021848739495798332,0.7466683650364206,0.33875233449028036,-0.2922111264099646,0.7932095731167367,,,252.0,0.0,247.2,0.0,242.4,0.0,-0.8749999999999998,,-1.0,,-1.1249999999999996,
2017-07-07,DGLY,47.69230769230768,221352377.4,4.8,4.8,304013.0,0.7499340752265186,,5.75,0.6199999999999999,4,6.014571672163682,0.09677419354838734,,09:30:00,0.3870967741935482,0.12499999999999993,0.041666666666666616,0.031250000000000076,0.19791666666666663,3519848.0,15839316.0,0.012499999999999994,0.004166666666666661,0.003125000000000008,0.019791666666666666,0.7591683650364206,0.342919001156947,-0.2890861264099646,0.8130012397834033,,,4.85,4.551,4.5039,4.395,4.25,0.0,0.03225806451612892,-0.16064516129032239,-0.19103225806451618,-0.26129032258064533,-0.35483870967741926,
2017-07-07,GLBS,29.921259842519675,26133235.77,1650.0,1.65,479.573,0.00036956858299073487,,1820.0,0.6909090909090909,4,2.907557057648952,0.631578947368421,09:31:00,09:33:00,1.0,0.23030303030303031,0.08484848484848485,-0.01818181818181818,0.296969696969697,9086720.0,13266611200.0,0.023030303030303033,0.008484848484848486,-0.0018181818181818182,0.0296969696969697,0.7821986680667237,0.3514038496417955,-0.29090430822814645,0.842698209480373,,,1620.0,1483.0,1528.5,1409.9,0.0,1288.2,-0.07894736842105263,-0.4394736842105263,-0.31973684210526315,-0.6318421052631576,,-0.9521052631578946
2017-07-10,PXS,16.129032258064523,76271947.1005,1.8,1.8,0.0,0.0,,,,0,1.6927659363147436,0.1200000000000001,,09:35:00,0.014000000000000234,0.001944444444444477,0.0,0.020277777777777766,0.02222222222222224,15968.0,28714.456,0.0001944444444444477,0.0,0.002027777777777777,0.002222222222222224,0.7823931125111682,0.3514038496417955,-0.28887653045036865,0.8449204317025952,,,1.83,0.0,0.0,0.0,0.0,0.0,0.1200000000000001,,,,,
2017-07-10,RIBT,23.958333333333325,50973654.0,1.19,1.19,0.0,0.0,,,,0,3.7932069395151276,0.0,,09:30:00,0.8260869565217389,0.15966386554621845,0.05067226890756295,0.008151260504201716,0.2184873949579831,97257.0,106496.415,0.015966386554621844,0.005067226890756295,0.0008151260504201716,0.02184873949579831,0.79835949906579,0.3564710765325518,-0.2880614043999485,0.8667691711983936,,,1.1425,0.0,0.0,0.0,0.0,0.0,-0.20652173913043426,,,,,
2017-07-11,OCUL,19.56856702619414,582237162.8,7.76,7.76,324152.0,0.11991632729427115,,7.89,0.907142857142857,1,2.9666117489770936,0.3070866141732289,09:30:00,09:39:00,0.1259842519685041,0.020618556701030948,-0.15077319587628865,0.2706185567010309,0.14046391752577317,6009848.0,46155632.64,0.002061855670103095,-0.015077319587628866,0.027061855670103094,0.014046391752577318,0.800421354735893,0.3413937569449229,-0.2609995487298454,0.8808155629509709,,,8.07,7.9601,7.619,7.6339,7.255,7.665,0.24409448818897686,0.15755905511811025,-0.11102362204724414,-0.09929133858267727,-0.3976377952755906,-0.07480314960629904
2017-07-11,JAGX,16.301239275500468,24590588.825,640.5,0.61,190.0924,0.0002660253068614742,,703.5,0.587628865979381,1,1.4417696006613092,0.5614035087719297,,09:32:00,0.8947368421052639,0.12540983606557385,0.029672131147540977,-0.027049180327868922,0.1280327868852459,2281554.0,1369702424.475,0.012540983606557386,0.002967213114754098,-0.0027049180327868923,0.01280327868852459,0.8129623383424505,0.34436097005967703,-0.26370446676263226,0.8936188416394955,,,645.75,609.21,602.805,598.5,0.0,0.0,0.05847953216374271,-0.3485380116959061,-0.4198830409356732,-0.46783625730994166,,
2017-07-12,NTP,22.560975609756117,392580000.0,10.05,10.05,13952.0,0.11349013062102332,,10.9,0.6851851851851856,2,5.143247951208088,0.21621621621621528,,09:46:00,0.02702702702702739,0.004975124378109523,-0.004975124378109523,0.004975124378109523,0.004975124378109523,987106.0,9895737.65,0.0004975124378109523,-0.0004975124378109523,0.0004975124378109523,0.0004975124378109523,0.8134598507802614,0.3438634576218661,-0.26320695432482133,0.8941163540773064,,,10.15,10.325,10.1,9.95,9.975,0.0,0.05405405405405382,0.14864864864864777,0.027027027027026432,-0.05405405405405478,-0.040540540540541084,
2017-07-12,IBIO,39.88919667590027,89362613.53999999,5.05,0.505,28348.300000000003,0.07402777552910185,,6.19,0.5581395348837208,2,4.133204164334246,0.29166666666666663,,09:30:00,0.6597222222222223,0.18811881188118815,-0.006910891089108897,0.06930693069306924,0.2505148514851485,3405425.0,15579819.374999998,0.018811881188118815,-0.0006910891089108897,0.006930693069306925,0.02505148514851485,0.8322717319683802,0.3431723685129552,-0.2562762612555144,0.9191678392258212,,,4.701,4.625,4.44,4.01,4.01,0.0,-0.24236111111111125,-0.2951388888888888,-0.4236111111111107,-0.7222222222222223,-0.7222222222222223,
2017-07-17,SEV,59.8830836682499,719889989.3218633,21.88,21.88,6468.0,0.07865120718902191,,21.95,0.9915305505142168,0,9.265432227390331,0.02678462477120196,09:30:00,09:30:00,0.018303843807199342,0.006855575868372879,-0.0036563071297988255,0.002742230347349119,0.0059414990859231725,767712.0,16739960.16,0.0006855575868372879,-0.0003656307129798826,0.0002742230347349119,0.0005941499085923172,0.8329572895552175,0.3428067377999753,-0.2560020382207795,0.9197619891344135,,,21.9,21.8,21.785,21.73,21.71,21.72,0.00244051250762655,-0.0097620500305062,-0.01159243441122622,-0.018303843807199342,-0.020744356314825893,-0.019524100061012833
2017-07-17,ACRX,18.75,375853539.59999996,2.85,2.85,438425.0,0.25695763681847616,,3.05,0.6923076923076925,0,2.625268080319798,0.999999999999999,09:32:00,10:22:00,-0.666666666666666,-0.10526315789473678,0.0,0.017543859649122744,-0.08771929824561403,11026343.0,33079029.0,-0.010526315789473679,0.0,0.0017543859649122744,-0.008771929824561403,0.8224309737657438,0.3428067377999753,-0.2542476522558672,0.9109900593098521,,,2.968,2.95,2.95,3.15,3.075,3.1,0.26222222222222186,0.22222222222222232,0.22222222222222232,0.666666666666666,0.5,0.5555555555555554
2017-07-17,CBAY,22.123893805309724,506320434.62000006,6.9,6.9,780690.0,0.5351119355823083,,7.35,0.7352941176470589,0,3.434553483050546,0.6959999999999994,09:32:00,09:33:00,0.736,0.1333333333333333,-0.2086956521739131,0.0695652173913044,-0.005797101449275368,10776608.0,69401355.52000001,0.01333333333333333,-0.02086956521739131,0.006956521739130441,-0.0005797101449275368,0.8357643070990771,0.321937172582584,-0.24729113051673676,0.9104103491649246,,,7.26,7.0194,7.0,6.39,0.0,0.0,0.28799999999999953,0.09551999999999979,0.07999999999999971,-0.40800000000000053,,
2017-07-18,CAPR,40.16644765659218,32842850.8,9.6,0.96,24304.199999999997,0.007282791642705778,,10.9,0.6790915823253515,1,4.222200022360169,2.399127589967285,09:35:00,10:41:00,-1.454016721192294,-0.4166666666666667,0.14583333333333337,0.062499999999999965,-0.20833333333333334,32144248.0,372873276.8,-0.04166666666666667,0.014583333333333337,0.006249999999999997,-0.020833333333333336,0.7940976404324105,0.3365205059159173,-0.24104113051673676,0.8895770158315912,,,11.17,12.3,12.306,15.4,14.378,13.4,0.5707015630679755,0.9814612868047988,0.9836423118865867,2.1083242457288267,1.7368229734641953,1.3813158851326797
2017-07-19,MYSZ,18.518518518518512,29978128.75,19.2,1.28,17348.600000000002,0.022959831213755943,,22.2,0.4999999999999997,2,1.9246333801192304,2.489500000000001,09:32:00,09:36:00,0.14999999999999977,0.023437499999999965,0.015625000000000038,0.023437499999999965,0.062499999999999965,6986069.0,132560659.275,0.0023437499999999964,0.001562500000000004,0.0023437499999999964,0.006249999999999997,0.7964413904324105,0.33808300591591733,-0.23869738051673675,0.8958270158315912,,,25.536,23.2875,21.45,19.9515,20.5395,18.2415,2.1120000000000005,1.3625000000000007,0.75,0.2505,0.44650000000000034,-0.3195000000000003
2017-07-19,AEZS,51.96078431372548,284068996.38,1.55,1.55,975143.0,0.1523849323372602,,1.67,0.8153846153846154,2,6.560326024010607,2.358490566037735,09:30:00,13:36:00,-1.4905660377358487,-0.5096774193548386,-0.09032258064516108,-0.20645161290322597,-0.8064516129032256,61447485.0,119515358.32499999,-0.05096774193548386,-0.009032258064516107,-0.020645161290322598,-0.08064516129032256,0.7454736484969267,0.3290507478514012,-0.25934254180705935,0.8151818545412686,,,1.5,1.5724,1.74,1.95,2.3085,2.625,-0.09433962264150951,0.04226415094339618,0.3584905660377357,0.7547169811320753,1.4311320754716979,2.0283018867924527
2017-07-19,UONE,19.047619047619047,107790988.2,2.5,2.5,0.0,0.0,,,,2,2.180156961602641,0.0,,09:30:00,1.0,0.15999999999999998,0.0,-0.019999999999999928,0.14000000000000004,1235.0,2840.5,0.015999999999999997,0.0,-0.0019999999999999927,0.014000000000000005,0.7614736484969267,0.3290507478514012,-0.26134254180705935,0.8291818545412686,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-07-19,PED,20.1197548340599,53305058.499,0.79,0.79,8780.0,0.03743292024954712,,0.79,1.0,2,1.8898431942126532,0.8887343848008272,10:01:00,10:07:00,1.1864906327698128,0.1987341772151899,0.014936708860759394,-0.03999999999999995,0.17367088607594935,1015403.0,722459.2345,0.01987341772151899,0.0014936708860759395,-0.003999999999999996,0.017367088607594935,0.7813470662184456,0.33054441873747714,-0.26534254180705935,0.8465489431488635,,,0.76,0.0,0.77,0.0,0.0,0.6618,-0.22671795530633382,,-0.15114530353755587,,,-0.9688413956757321
2017-07-20,SDPI,23.076923076923084,22253577.94,0.8,0.8,36415.0,0.2560206869495889,,0.82,0.882352941176471,3,2.777001197205678,1.1333333333333326,09:31:00,09:32:00,0.06666666666666672,0.012500000000000011,0.0062500000000000056,0.0062500000000000056,0.025000000000000022,855996.0,680516.8200000001,0.0012500000000000011,0.0006250000000000006,0.0006250000000000006,0.0025000000000000022,0.7825970662184456,0.33116941873747713,-0.26471754180705936,0.8490489431488635,,,0.8768,0.83,0.0,0.0,0.0,0.8,0.5119999999999998,0.1999999999999994,,,,0.0
