Date,Stock,GapSize,MarketCap,OpenAdjusted,OpenUnadjusted,PreVolume,PreRVOL,PreHigh,Pre$Volume,Open/PreHigh,Weekday,GapSizeRel,MaxChange,PreBreakTime,Day1/Gap,Day1,Day2,Overnight,2Day,Volume,$volume,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum,AF6M,AF12M,Price935,Price945,Price1000,Price1100,Price1300,Price1500,Change935/Gap,Change945/Gap,Change1000/Gap,Change1100/Gap,Change1300/Gap,Change1500/Gap
2017-01-04,CBAY,40.52631578947368,194738628.7,2.67,2.67,454553.0,,3.0,,0.6999999999999998,2,6.2913789170574335,6.741573033707882,,0.4805194805194806,0.13857677902621726,-0.05617977528089885,0.01872659176029956,0.10112359550561799,8704142.0,21629792.869999997,0.013857677902621726,-0.005617977528089885,0.001872659176029956,0.010112359550561799,20.904602422030774,7.216190839845915,0.2172683495478361,28.29112419260784,,,2.387,2.46,2.385,2.55,2.4779,2.39,-0.36753246753246743,-0.27272727272727265,-0.3701298701298703,-0.15584415584415598,-0.24948051948051939,-0.36363636363636337
2017-01-04,EVOK,44.927536231884076,87845931.2,3.0,3.0,884152.0,,3.15,,0.8611111111111113,2,6.342722521020582,16.666666666666675,09:31:00,0.3333333333333333,0.10333333333333335,0.08333333333333333,-0.13666666666666671,0.04999999999999997,15332635.0,43621346.574999996,0.010333333333333335,0.008333333333333333,-0.013666666666666672,0.0049999999999999975,25.0869859834387,9.30982426883275,0.1643688499328308,34.51424168338763,,,3.0799,2.9635,2.8088,2.6701,2.67,2.665,0.0859139784946235,-0.039247311827957196,-0.20559139784946212,-0.3547311827956987,-0.3548387096774194,-0.36021505376344076
2017-01-04,CPHI,18.017309205350116,12544982.605,0.3,0.3,0.0,,,,,2,1.6932374462489088,0.0,,0.7641921397379906,0.11666666666666659,0.001999999999999965,0.0,0.11866666666666656,33316.0,9411.769999999999,0.011666666666666659,0.0001999999999999965,0.0,0.011866666666666657,22.591076730393844,8.545365642478194,0.5356309463539561,31.625135900409347,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-05,PIRS,25.85890196612015,126829424.48,1.85,1.85,591049.0,,2.1,,0.6032375813362959,3,3.7187361704965607,5.94594594594593,,0.23677979479084466,0.04864864864864869,-0.059459459459459386,-0.00540540540540541,-0.01621621621621611,3344191.0,6036264.755000001,0.00486486486486487,-0.005945945945945939,-0.000540540540540541,-0.0016216216216216111,6.060363711952017,2.8612851636487795,-1.2183240788083096,7.703324796792493,,,1.8215,1.81,1.82,1.8255,0.0,1.77,-0.07498026835043459,-0.10523546435148652,-0.07892659826361488,-0.06445672191528592,,-0.21047092870297304
2017-01-05,CTIC,30.22670025188916,431248211.04,5.17,5.17,107635.0,,5.17,,1.0,3,5.15888441173508,5.029013539651839,09:30:00,0.5916666666666668,0.13733075435203093,-0.04835589941972921,-0.017408123791102487,0.07156673114119924,1976789.0,9518239.034999998,0.013733075435203093,-0.004835589941972921,-0.0017408123791102488,0.007156673114119924,23.21882287396649,8.622093583234419,0.5568306221659396,32.350809660550226,,,4.9799,4.89,4.84,0.0,4.61,4.28,-0.15841666666666684,-0.2333333333333336,-0.27500000000000013,,-0.46666666666666645,-0.7416666666666666
2017-01-05,SRAX,16.083021646867323,128653237.44,5.99,5.99,200.0,,5.58,,1.9764229578471084,3,1.5914808072264646,0.0,09:30:00,1.2893119652970235,0.17863105175292157,0.16527545909849753,-0.17863105175292157,0.16527545909849753,12173.0,66403.715,0.017863105175292156,0.016527545909849752,-0.017863105175292156,0.016527545909849752,7.982491020825685,4.495098307429475,-0.749736993792865,11.727852334462309,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-05,EVOK,15.241635687732359,93070968.0,3.1,3.1,386121.0,,3.2,,0.8039215686274516,3,2.151764241751678,0.0,,0.6097560975609754,0.08064516129032258,0.029032258064516082,0.016129032258064602,0.12580645161290327,3075287.0,9148978.825000001,0.008064516129032258,0.0029032258064516083,0.0016129032258064603,0.012580645161290328,25.095050499567733,9.312727494639201,0.16598175315863725,34.526822328548924,,,2.9399,2.87,2.8399,2.86,2.82,2.8951,-0.3904878048780484,-0.5609756097560973,-0.6343902439024388,-0.5853658536585369,-0.6829268292682931,-0.49975609756097616
2017-01-06,SRAX,21.747967479674802,130745160.0,5.99,5.99,0.0,,,,,4,2.1520503795895487,0.0,,0.9252336448598131,0.16527545909849753,0.09390651085141903,-0.04215358931552594,0.21702838063439062,17803.0,97827.485,0.016527545909849752,0.009390651085141904,-0.0042153589315525935,0.02170283806343906,7.9990185667355345,4.504488958514617,-0.7539523527244175,11.749555172525747,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-06,SSY,24.99999999999998,10163491.6865,1.4,1.4,2000.0,,1.4,,1.0,4,4.253965077729889,12.857142857142879,09:34:00,-0.2196428571428577,-0.04392857142857151,0.02142857142857145,-0.013214285714285687,-0.03571428571428575,586477.0,839101.96775,-0.0043928571428571515,0.002142857142857145,-0.0013214285714285689,-0.003571428571428575,8.3601447470198,4.432697941070747,-0.7649076154074147,12.027935072683146,,,1.44,1.4999,0.0,0.0,0.0,1.5,0.14285714285714307,0.35678571428571487,,,,0.3571428571428577
2017-01-09,DFFN,21.359223300970886,580945875.3000001,37.5,2.5,0.0,,,,,0,2.087773030712286,129.284,,-7.272727272727272,-1.28,-0.38,-0.68,-2.34,647522.0,39822603.0,-0.128,-0.038000000000000006,-0.068,-0.23399999999999999,24.077020181707397,8.654995479324844,0.5891579567332383,33.27423619894882,,,0.0,0.0,35.061,0.0,0.0,69.5955,,,-0.36954545454545445,,,4.862954545454545
2017-01-09,PRPH,16.336633663366328,32365530.999999996,2.35,2.35,32141.0,,2.5,,0.6874999999999997,0,3.257220494486379,4.255319148936176,,0.7878787878787884,0.11063829787234052,0.004170212765957554,-0.004255319148936268,0.11055319148936181,269674.0,598676.2799999999,0.011063829787234053,0.0004170212765957554,-0.00042553191489362683,0.011055319148936182,5.983394840719907,2.876092099617758,-1.2235509260911284,7.635936014246544,,,2.11,2.16,2.1699,2.1848,0.0,0.0,-0.7272727272727277,-0.5757575757575755,-0.5457575757575754,-0.5006060606060605,,
2017-01-10,NSPR,29.602888086642597,26394000.0,94237.5,3.59,1.8227999999999998,,93187.5,,1.051282051282051,1,2.852178732661743,10.584958217270191,09:30:00,0.5,0.11420612813370473,-0.024401114206128133,0.04668523676880223,0.13649025069637882,2981717.0,264944191181.25,0.011420612813370474,-0.0024401114206128137,0.004668523676880223,0.013649025069637883,3.2286290453651376,1.66129414533434,-1.1675157917961985,3.722407398903283,,,92914.5,98962.5,90300.0,85312.5,89512.5,81375.0,-0.06146341463414634,0.21951219512195122,-0.18292682926829268,-0.4146341463414634,-0.21951219512195122,-0.5975609756097561
2017-01-10,CLRB,16.793893129771,84625250.64,15.3,1.53,6121.099999999999,,16.3,,0.6874999999999998,1,2.137954212650533,4.575163398692816,,0.6590909090909093,0.09477124183006543,0.05228758169934633,-0.022875816993464027,0.12418300653594773,1186661.0,17295584.075,0.009477124183006544,0.005228758169934633,-0.0022875816993464027,0.012418300653594774,21.73096734069926,8.078906814101355,0.30273688953487804,30.065673625518837,,,15.2,14.9,14.6,13.899,14.0,13.9,-0.04545454545454608,-0.18181818181818188,-0.3181818181818185,-0.6368181818181822,-0.5909090909090909,-0.6363636363636362
2017-01-10,RKDA,17.391304347826097,21962392.65,21.6,1.08,466.55,,25.0,,0.48484848484848503,1,1.8571427409354204,9.259259259259256,,0.5624999999999998,0.08333333333333336,0.07407407407407414,-0.009259259259259226,0.14814814814814828,161724.0,3347686.8000000003,0.008333333333333337,0.007407407407407415,-0.0009259259259259226,0.01481481481481483,7.294356415830893,3.5965690078405825,-0.7335724616425916,10.157352962028895,,,20.4,0.0,0.0,0.0,20.4,0.0,-0.37500000000000056,,,,-0.37500000000000056,
2017-01-10,DFFN,29.824561403508774,851034747.15,111.0,7.4,4097.4671,,120.0,,0.7391304347826089,1,2.9152237454363723,109.45945945945948,09:30:00,-0.5588235294117647,-0.12837837837837837,0.16216216216216217,0.1554054054054054,0.1891891891891892,2481120.0,293082300.0,-0.012837837837837839,0.016216216216216217,0.015540540540540541,0.01891891891891892,24.064182343869557,8.67121169554106,0.6046984972737789,33.29315511786774,,,0.0,186.75,162.75,155.85,145.152,0.0,,2.9705882352941178,2.0294117647058822,1.7588235294117645,1.3392941176470583,
2017-01-11,PULM,17.803992740471863,37124380.92,129.82,0.6491,0.0,,,,,2,2.0031685744580234,7.841626867971052,,-0.11111111111111151,-0.016792481898012687,0.0329687259282083,-0.048374672623632736,-0.03219842859343712,92599.0,12122135.09,-0.0016792481898012688,0.00329687259282083,-0.004837467262363274,-0.003219842859343712,5.986778211200126,3.0610620078567106,-0.8985936186220961,8.14924660043475,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-11,XTNT,24.955373081042474,60757322.49999999,8.4,0.7,2635.6665000000003,,8.88,,0.7775305895439375,2,2.865589337771589,21.028571428571418,09:38:00,0.0,0.0,0.09885714285714285,0.057000000000000065,0.15585714285714292,2565439.0,21549687.6,0.0,0.009885714285714286,0.005700000000000007,0.015585714285714293,13.80842911650346,5.503834593098859,-0.9081395612029972,18.374053457806678,,,7.812,8.8908,7.4208,8.4012,8.16,0.0,-0.3505007153075823,0.29256080114449223,-0.5836909871244639,0.0007153075822597637,-0.14306151645207452,
2017-01-11,BIOC,58.011049723756905,45642486.66,858.0,2.86,16609.046700000003,,867.0,,0.9722222222222221,2,6.404969670950264,18.53146853146854,09:30:00,0.14285714285714285,0.05244755244755245,0.038461538461538464,0.16433566433566432,0.25524475524475526,63054744.0,52682238612.0,0.005244755244755245,0.0038461538461538464,0.016433566433566433,0.025524475524475527,19.986354346536928,6.740728774702477,0.3695743253881433,27.04972002781083,,,930.0,858.0,861.0,735.0,690.03,678.18,0.22857142857142856,0.0,0.009523809523809525,-0.3904761904761905,-0.5332380952380953,-0.5708571428571431
2017-01-11,AUMN,26.578125000000007,111667683.37079999,0.8101,0.8101,69675.0,,0.99,,0.48600000000000015,2,3.6128206249433146,4.653746451055429,,0.7301587301587306,0.1533144056289348,0.09961733119367978,-0.07912603382298487,0.17380570299962972,1174096.0,878223.808,0.015331440562893482,0.00996173311936798,-0.007912603382298487,0.017380570299962973,19.03620504977279,6.443412177049497,0.43470739078815,25.884253927017788,,,0.73,0.6947,0.6902,0.701,0.0,0.6862,-0.47089947089947115,-0.6784244562022342,-0.7048794826572603,-0.6413874191651974,,-0.728395061728395
2017-01-11,BDR,17.647058823529417,6818770.750000001,0.6,0.6,0.0,,,,,2,1.7963060746343842,0.0,,0.555555555555555,0.08333333333333323,-0.16666666666666663,-0.016666666666666684,-0.10000000000000009,32493.0,18683.475,0.008333333333333323,-0.016666666666666663,-0.0016666666666666685,-0.010000000000000009,19.33706359995591,6.5924616060355135,0.2715348465203931,26.154122633695103,,,0.0,0.53,0.0,0.0,0.0,0.0,,-0.7777777777777775,,,,
2017-01-12,DCTH,23.456790123456784,3229410.871,61075000.0,0.5,0.0004,,69625500.0,,0.5757575757575755,3,2.268325467532107,0.0,,0.6421052631578947,0.122,0.07,-0.002,0.19,1792318.0,102788406717150.0,0.0122,0.007000000000000001,-0.0002,0.019000000000000003,24.010138693354705,8.736908453845215,0.679129775509038,33.3792395038923,,,55101865.0,53746000.0,53880365.0,54356750.0,54967500.0,53123035.0,-0.5147368421052632,-0.631578947368421,-0.62,-0.5789473684210527,-0.5263157894736842,-0.6852631578947368
2017-01-13,APVO,16.465863453815267,12587947.379999999,40.6,,1955.5713,,46.2,,0.5061728395061729,4,1.9736845458664967,3.4482758620689724,,0.8048780487804883,0.11379310344827596,-0.017241379310344723,0.0068965517241377835,0.10344827586206903,324256.0,12415762.24,0.011379310344827597,-0.0017241379310344723,0.0006896551724137784,0.010344827586206903,16.7835479265569,5.295499244896908,0.5310613777069566,22.580037858568108,,,39.207,37.7944,0.0,0.0,0.0,35.56,-0.24268292682926831,-0.4887804878048776,,,,-0.8780487804878044
2017-01-17,CLSN,57.25641025641026,44144445.36,128.793,0.6133,11750.7052,,143.85,,0.7569491525423732,1,6.840566353625898,1.9077123756725767,,0.46260635915808357,0.16843306701451174,0.1954997554214903,-0.03407793901842499,0.32985488341757707,11498724.0,1356234250.266,0.016843306701451174,0.01954997554214903,-0.0034077939018424992,0.032985488341757706,22.03736754184955,8.058442058234656,0.3791777322196037,30.428049913487165,,,113.442,108.15,115.5,114.408,111.216,108.066,-0.32736229287953456,-0.44021495745633676,-0.2834751455441112,-0.30676220331392756,-0.37483206448723716,-0.4420062695924766
