Date,Stock,GapSize,market_cap,OpenPrice,OpenUnadjusted,PreVolume,PreHigh,PreBreakTime,RVOL10D,GapSizeRel,$volume,MaxChange,Day1,Day2,Overnight,2Day,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum
2017-01-11,BIOC,58.011049723756905,45642486.66,858.0,2.86,16609.046700000003,867.0,09:30:00,,6.404969670950264,52682238612.0,18.53146853146854,0.05244755244755245,0.038461538461538464,0.16433566433566432,0.25524475524475526,0.004744755244755245,0.003346153846153847,0.015933566433566432,0.025024475524475526,0.13221659252091084,0.06374079947163998,-2.138080996054101e-05,0.21393601118259034
2017-01-11,PULM,17.803992740471863,37124380.92,129.82,0.6491,0.0,,,,2.0031685744580234,12122135.09,7.841626867971052,-0.016792481898012687,0.0329687259282083,-0.048374672623632736,-0.03219842859343712,-0.002179248189801269,0.00279687259282083,-0.005337467262363274,-0.0037198428593437118,0.13003734433110956,0.0665376720644608,-0.005358848072323815,0.21021616832324663
2017-01-12,DCTH,23.456790123456784,3229410.871,61075000.0,0.5,0.0004,69625500.0,,,2.268325467532107,102788406717150.0,0.0,0.122,0.07,-0.002,0.19,0.0117,0.006500000000000001,-0.0007000000000000001,0.0185,0.14173734433110954,0.07303767206446081,-0.006058848072323815,0.22871616832324662
2017-01-12,AAOI,19.278169014084522,815107739.42,27.1,27.1,45998.0,27.4,09:34:00,,3.4840695900423815,125764661.12,12.546125461254597,-0.10184501845018443,0.08413284132841332,-0.023616236162361644,-0.041328413284132746,-0.010684501845018443,0.007913284132841333,-0.0028616236162361647,-0.004632841328413274,0.13105284248609111,0.08095095619730214,-0.008920471688559979,0.22408332699483335
2017-01-12,LEDS,17.018164410520995,,4.4,4.4,23304.0,4.99,,,1.8026883959018303,1476488.9800000002,12.47499999999999,0.09318181818181821,0.002272727272727325,0.03181818181818184,0.12727272727272737,0.00881818181818182,-0.00027272727272726753,0.0026818181818181845,0.012227272727272738,0.13987102430427292,0.08067822892457487,-0.006238653506741795,0.23631059972210608
2017-01-13,APVO,16.465863453815267,12587947.379999999,40.6,,1955.5713,46.2,,,1.9736845458664967,12415762.24,3.4482758620689724,0.11379310344827596,-0.017241379310344723,0.0068965517241377835,0.10344827586206903,0.010879310344827597,-0.0022241379310344723,0.00018965517241377835,0.009844827586206903,0.1507503346491005,0.07845409099354039,-0.0060489983343280165,0.24615542730831297
2017-01-13,DXCM,17.379085934033434,8250972754.419999,79.36,79.36,39916.0,80.97,09:30:00,,4.727397524139435,766641832.8000001,11.895161290322577,-0.0727066532258064,-0.0002520161290322079,-0.00428427419354843,-0.07724294354838704,-0.0077706653225806405,-0.0005252016129032208,-0.000928427419354843,-0.008224294354838705,0.14297966932651987,0.07792888938063718,-0.00697742575368286,0.23793113295347426
2017-01-17,CLSN,57.25641025641026,44144445.36,128.793,0.6133,11750.7052,143.85,,4.250732473237099,6.840566353625898,1356234250.266,1.9077123756725767,0.16843306701451174,0.1954997554214903,-0.03407793901842499,0.32985488341757707,0.016343306701451173,0.01904997554214903,-0.003907793901842499,0.032485488341757705,0.15932297602797105,0.0969788649227862,-0.010885219655525358,0.270416621295232
2017-01-17,BNTC,43.24324324324324,24515070.0,39.75,2.65,733.6668,45.0,09:30:00,,5.056215887575777,376448524.875,66.03773584905662,-0.1320754716981132,0.07745911949685536,0.16603773584905665,0.1114213836477988,-0.013707547169811322,0.007245911949685536,0.016103773584905664,0.01064213836477988,0.14561542885815973,0.10422477687247174,0.005218553929380306,0.28105875966001187
2017-01-17,GEVO,27.688172043010752,775152318.72,95.0,4.75,40805.3,103.6,,1.8167059368012326,3.0246640381394903,640053956.8000001,4.842105263157892,0.19157894736842107,0.023157894736842134,-0.0042105263157895334,0.21052631578947367,0.018657894736842106,0.0018157894736842133,-0.0009210526315789534,0.020552631578947368,0.16427332359500182,0.10604056634615595,0.004297501297801353,0.30161139123895925
2017-01-18,DCTH,26.595744680851062,2958699.4358,72679250.0,0.595,0.015099999999999995,78163785.0,09:31:00,5.052149274304063,2.571869581048442,1170447215748930.0,17.647058823529417,0.3240336134453782,0.13394957983193279,0.020504201680672268,0.4784873949579832,0.03190336134453782,0.012894957983193279,0.0015504201680672269,0.04734873949579832,0.19617668493953966,0.11893552432934923,0.00584792146586858,0.34896013073475757
