Date,Stock,GapSize,market_cap,OpenAdjusted,OpenUnadjusted,PreVolume,PreHigh,PreBreakTime,Day1/Gap,RVOL10D,GapSizeRel,$volume,MaxChange,Day1,Day2,Overnight,2Day,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum
2017-01-04,CBAY,40.52631578947368,194738628.7,2.67,2.67,454553.0,3.0,,0.4805194805194806,,6.2913789170574335,21629792.869999997,6.741573033707882,0.13857677902621726,-0.05617977528089885,0.01872659176029956,0.10112359550561799,0.013857677902621726,-0.005617977528089885,0.001872659176029956,0.010112359550561799,0.013857677902621726,-0.005617977528089885,0.001872659176029956,0.010112359550561799
2017-01-04,HLT,329.3067407901342,16165857556.0,57.3,57.3,0.0,,,-0.015926139117100415,,136.392832543649,323698177.9,4.284467713787099,-0.012216404886562005,0.012914485165794102,-0.0010471204188482073,-0.0003490401396161104,-0.0012216404886562005,0.0012914485165794103,-0.00010471204188482074,-3.490401396161104e-05,0.012636037413965526,-0.004326529011510475,0.0017679471341451353,0.010077455536600189
2017-01-04,EVOK,44.927536231884076,87845931.2,3.0,3.0,884152.0,3.15,09:31:00,0.3333333333333333,,6.342722521020582,43621346.574999996,16.666666666666675,0.10333333333333335,0.08333333333333333,-0.13666666666666671,0.04999999999999997,0.010333333333333335,0.008333333333333333,-0.013666666666666672,0.0049999999999999975,0.02296937074729886,0.004006804321822858,-0.011898719532521538,0.015077455536600186
2017-01-05,CTIC,30.22670025188916,431248211.04,5.17,5.17,107635.0,5.17,09:30:00,0.5916666666666668,,5.15888441173508,9518239.034999998,5.029013539651839,0.13733075435203093,-0.04835589941972921,-0.017408123791102487,0.07156673114119924,0.013733075435203093,-0.004835589941972921,-0.0017408123791102488,0.007156673114119924,0.03670244618250196,-0.0008287856201500627,-0.013639531911631787,0.02223412865072011
2017-01-05,PIRS,25.85890196612015,126829424.48,1.85,1.85,591049.0,2.1,,0.23677979479084466,,3.7187361704965607,6036264.755000001,5.94594594594593,0.04864864864864869,-0.059459459459459386,-0.00540540540540541,-0.01621621621621611,0.00486486486486487,-0.005945945945945939,-0.000540540540540541,-0.0016216216216216111,0.04156731104736683,-0.006774731566096002,-0.014180072452172328,0.020612507029098497
2017-01-05,SRAX,16.083021646867323,128653237.44,5.99,5.99,200.0,5.58,09:30:00,1.2893119652970235,,1.5914808072264646,66403.715,0.0,0.17863105175292157,0.16527545909849753,-0.17863105175292157,0.16527545909849753,0.017863105175292156,0.016527545909849752,-0.017863105175292156,0.016527545909849752,0.05943041622265899,0.00975281434375375,-0.03204317762746448,0.037140052938948245
2017-01-05,EVOK,15.241635687732359,93070968.0,3.1,3.1,386121.0,3.2,,0.6097560975609754,,2.151764241751678,9148978.825000001,0.0,0.08064516129032258,0.029032258064516082,0.016129032258064602,0.12580645161290327,0.008064516129032258,0.0029032258064516083,0.0016129032258064603,0.012580645161290328,0.06749493235169124,0.012656040150205359,-0.030430274401658023,0.049720698100238575
2017-01-06,SRAX,21.747967479674802,130745160.0,5.99,5.99,0.0,,,0.9252336448598131,,2.1520503795895487,97827.485,0.0,0.16527545909849753,0.09390651085141903,-0.04215358931552594,0.21702838063439062,0.016527545909849752,0.009390651085141904,-0.0042153589315525935,0.02170283806343906,0.084022478261541,0.022046691235347263,-0.034645633333210614,0.07142353616367764
2017-01-09,EXAS,16.22516556291391,3098292401.58,17.55,17.55,145075.0,18.4,09:40:00,-0.17551020408163245,,3.5193275046895196,190229982.745,5.527065527065522,-0.024501424501424483,0.029059829059828946,-0.005698005698005576,-0.0011396011396011152,-0.0024501424501424483,0.0029059829059828947,-0.0005698005698005576,-0.00011396011396011153,0.08157233581139854,0.024952674141330157,-0.03521543390301117,0.07130957604971752
2017-01-09,WOOF,28.557298290235988,5283279002.552307,90.98,90.98,1129683.0,92.18,,0.009401286491835609,,10.26393202660898,2022791363.6550002,0.05495713343590669,0.0020883710705649344,-0.000879314134974701,0.00043965706748742855,0.001648714003077662,0.00020883710705649346,-8.79314134974701e-05,4.396570674874286e-05,0.0001648714003077662,0.08178117291845503,0.024864742727832685,-0.03517146819626243,0.07147444745002529
2017-01-09,GEVO,17.777777777777782,825617964.47,95.4,4.77,2668.9500000000003,94.0,09:30:00,0.9444444444444446,,1.9420496607342235,135000351.6,0.0,0.14255765199161433,0.03773584905660371,0.033542976939203384,0.21383647798742142,0.014255765199161434,0.0037735849056603713,0.0033542976939203387,0.021383647798742144,0.09603693811761646,0.028638327633493055,-0.03181717050234209,0.09285809524876744
2017-01-09,MACK,33.33333333333333,,48.0,4.8,352311.79999999993,56.1,,0.9416666666666664,,6.08361213071943,1478925440.3,1.2499999999999956,0.2354166666666666,0.039583333333333304,0.016666666666666757,0.2916666666666667,0.023541666666666662,0.00395833333333333,0.0016666666666666757,0.02916666666666667,0.11957860478428312,0.03259666096682638,-0.030150503835675413,0.12202476191543411
2017-01-10,RKDA,17.391304347826097,21962392.65,21.6,1.08,466.55,25.0,,0.5624999999999998,,1.8571427409354204,3347686.8000000003,9.259259259259256,0.08333333333333336,0.07407407407407414,-0.009259259259259226,0.14814814814814828,0.008333333333333337,0.007407407407407415,-0.0009259259259259226,0.01481481481481483,0.12791193811761645,0.0400040683742338,-0.031076429761601337,0.13683957673024894
2017-01-10,CLRB,16.793893129771,84625250.64,15.3,1.53,6121.099999999999,16.3,,0.6590909090909093,,2.137954212650533,17295584.075,4.575163398692816,0.09477124183006543,0.05228758169934633,-0.022875816993464027,0.12418300653594773,0.009477124183006544,0.005228758169934633,-0.0022875816993464027,0.012418300653594774,0.13738906230062298,0.045232826544168436,-0.03336401146094774,0.14925787738384372
2017-01-10,DFFN,29.824561403508774,851034747.15,111.0,7.4,4097.4671,120.0,09:30:00,-0.5588235294117647,,2.9152237454363723,293082300.0,109.45945945945948,-0.12837837837837837,0.16216216216216217,0.1554054054054054,0.1891891891891892,-0.012837837837837839,0.016216216216216217,0.015540540540540541,0.01891891891891892,0.12455122446278513,0.06144904276038465,-0.017823470920407196,0.16817679630276264
2017-01-10,NSPR,29.602888086642597,26394000.0,94237.5,3.59,1.8227999999999998,93187.5,09:30:00,0.5,,2.852178732661743,264944191181.25,10.584958217270191,0.11420612813370473,-0.024401114206128133,0.04668523676880223,0.13649025069637882,0.011420612813370474,-0.0024401114206128137,0.004668523676880223,0.013649025069637883,0.1359718372761556,0.059008931339771836,-0.013154947243526973,0.18182582137240053
2017-01-11,XTNT,24.955373081042474,60757322.49999999,8.4,0.7,2635.6665000000003,8.88,09:38:00,0.0,,2.865589337771589,21549687.6,21.028571428571418,0.0,0.09885714285714285,0.057000000000000065,0.15585714285714292,0.0,0.009885714285714286,0.005700000000000007,0.015585714285714293,0.1359718372761556,0.06889464562548613,-0.007454947243526966,0.1974115356581148
2017-01-11,BIOC,58.011049723756905,45642486.66,858.0,2.86,16609.046700000003,867.0,09:30:00,0.14285714285714285,,6.404969670950264,52682238612.0,18.53146853146854,0.05244755244755245,0.038461538461538464,0.16433566433566432,0.25524475524475526,0.005244755244755245,0.0038461538461538464,0.016433566433566433,0.025524475524475527,0.14121659252091084,0.07274079947163997,0.008978619190039467,0.22293601118259035
2017-01-11,PULM,17.803992740471863,37124380.92,129.82,0.6491,0.0,,,-0.11111111111111151,,2.0031685744580234,12122135.09,7.841626867971052,-0.016792481898012687,0.0329687259282083,-0.048374672623632736,-0.03219842859343712,-0.0016792481898012688,0.00329687259282083,-0.004837467262363274,-0.003219842859343712,0.13953734433110956,0.0760376720644608,0.004141151927676193,0.21971616832324664
2017-01-12,DCTH,23.456790123456784,3229410.871,61075000.0,0.5,0.0004,69625500.0,,0.6421052631578947,,2.268325467532107,102788406717150.0,0.0,0.122,0.07,-0.002,0.19,0.0122,0.007000000000000001,-0.0002,0.019000000000000003,0.15173734433110955,0.0830376720644608,0.003941151927676193,0.23871616832324666
2017-01-12,AAOI,19.278169014084522,815107739.42,27.1,27.1,45998.0,27.4,09:34:00,-0.630136986301369,,3.4840695900423815,125764661.12,12.546125461254597,-0.10184501845018443,0.08413284132841332,-0.023616236162361644,-0.041328413284132746,-0.010184501845018443,0.008413284132841333,-0.0023616236162361647,-0.004132841328413275,0.14155284248609112,0.09145095619730213,0.0015795283114400285,0.2345833269948334
2017-01-12,LEDS,17.018164410520995,,4.4,4.4,23304.0,4.99,,0.6407251132989529,,1.8026883959018303,1476488.9800000002,12.47499999999999,0.09318181818181821,0.002272727272727325,0.03181818181818184,0.12727272727272737,0.009318181818181821,0.00022727272727273253,0.0031818181818181845,0.012727272727272738,0.15087102430427293,0.09167822892457486,0.004761346493258213,0.24731059972210612
2017-01-13,APVO,16.465863453815267,12587947.379999999,40.6,,1955.5713,46.2,,0.8048780487804883,,1.9736845458664967,12415762.24,3.4482758620689724,0.11379310344827596,-0.017241379310344723,0.0068965517241377835,0.10344827586206903,0.011379310344827597,-0.0017241379310344723,0.0006896551724137784,0.010344827586206903,0.16225033464910052,0.08995409099354039,0.005451001665671992,0.25765542730831303
2017-01-13,DXCM,17.379085934033434,8250972754.419999,79.36,79.36,39916.0,80.97,09:30:00,-0.49106382978723373,,4.727397524139435,766641832.8000001,11.895161290322577,-0.0727066532258064,-0.0002520161290322079,-0.00428427419354843,-0.07724294354838704,-0.00727066532258064,-2.5201612903220792e-05,-0.00042842741935484306,-0.007724294354838704,0.15497966932651988,0.08992888938063717,0.005022574246317149,0.24993113295347433
2017-01-17,CLSN,57.25641025641026,44144445.36,128.793,0.6133,11750.7052,143.85,,0.46260635915808357,4.250732473237099,6.840566353625898,1356234250.266,1.9077123756725767,0.16843306701451174,0.1954997554214903,-0.03407793901842499,0.32985488341757707,0.016843306701451174,0.01954997554214903,-0.0034077939018424992,0.032985488341757706,0.17182297602797106,0.1094788649227862,0.0016147803444746499,0.28291662129523204
2017-01-17,BNTC,43.24324324324324,24515070.0,39.75,2.65,733.6668,45.0,09:30:00,-0.4375,,5.056215887575777,376448524.875,66.03773584905662,-0.1320754716981132,0.07745911949685536,0.16603773584905665,0.1114213836477988,-0.013207547169811321,0.007745911949685536,0.016603773584905664,0.011142138364779881,0.15861542885815974,0.11722477687247174,0.018218553929380314,0.29405875966001194
2017-01-17,GEVO,27.688172043010752,775152318.72,95.0,4.75,40805.3,103.6,,0.8834951456310683,1.8167059368012326,3.0246640381394903,640053956.8000001,4.842105263157892,0.19157894736842107,0.023157894736842134,-0.0042105263157895334,0.21052631578947367,0.01915789473684211,0.0023157894736842133,-0.00042105263157895335,0.021052631578947368,0.17777332359500186,0.11954056634615595,0.01779750129780136,0.3151113912389593
2017-01-18,DCTH,26.595744680851062,2958699.4358,72679250.0,0.595,0.015099999999999995,78163785.0,09:31:00,1.5424,5.052149274304063,2.571869581048442,1170447215748930.0,17.647058823529417,0.3240336134453782,0.13394957983193279,0.020504201680672268,0.4784873949579832,0.03240336134453782,0.01339495798319328,0.002050420168067227,0.04784873949579832,0.21017668493953967,0.13293552432934924,0.019847921465868588,0.36296013073475764
2017-01-19,BIOC,19.20529801324504,27789705.9,540.0,1.8,1381.4797999999998,570.0,,0.5172413793103449,0.4925304435998465,2.120446912823586,3023701785.0,1.6666666666666607,0.08333333333333333,0.05555555555555555,0.0,0.1388888888888889,0.008333333333333333,0.005555555555555556,0.0,0.01388888888888889,0.218510018272873,0.1384910798849048,0.019847921465868588,0.37684901962364653
2017-01-19,CSX,17.218322175493974,100940425034.61,14.41,43.23,29636094.0,14.8667,14:41:00,-0.35904946378797176,4.718025071647984,8.022202256847246,1456905426.06,5.505204718945178,-0.05274115197779319,0.003927827897293514,0.023365718251214466,-0.025447605829285205,-0.005274115197779319,0.0003927827897293514,0.002336571825121447,-0.0025447605829285206,0.21323590307509369,0.13888386267463415,0.022184493290990034,0.374304259040718
2017-01-19,ANY,53.33333333333334,23007011.419999998,92.0,,8715.35,132.0,,0.59375,4.950570194584313,4.314592140705712,1706302785.0,21.739130434782616,0.20652173913043478,0.006304347826086938,0.03260869565217391,0.24543478260869564,0.02065217391304348,0.0006304347826086938,0.0032608695652173916,0.024543478260869566,0.23388807698813716,0.13951429745724284,0.025445362856207424,0.39884773730158757
2017-01-19,GLBS,23.987034035656407,151449303.36,7650.0,7.65,27.964,7500.0,09:30:00,0.19594594594594594,3.2979066755179898,2.330906869213074,39386555210.0,23.79084967320262,0.03790849673202614,0.02483660130718954,-0.330718954248366,-0.2679738562091503,0.003790849673202614,0.0024836601307189543,-0.0330718954248366,-0.026797385620915035,0.23767892666133977,0.1419979575879618,-0.007626532568629177,0.3720503516806725
2017-01-20,WLKP,17.257683215130037,816974451.1999999,24.8,24.8,15388.0,25.6,,0.4383561643835618,7.636722073093738,7.533665074194677,13034400.0,0.8064516129032251,0.06451612903225812,0.008064516129032228,-0.014112903225806508,0.05846774193548384,0.0064516129032258125,0.0008064516129032229,-0.001411290322580651,0.005846774193548385,0.2441305395645656,0.142804409200865,-0.009037822891209827,0.3778971258742209
2017-01-20,BLPH,21.259842519685044,6369300.73,11.55,0.77,17730.799699999996,12.3,,0.7407407407407406,1.5180171272132759,2.6024276208320116,17218742.400000002,1.298701298701288,0.12987012987012986,0.040129870129870265,-0.06493506493506493,0.1050649350649352,0.012987012987012986,0.004012987012987026,-0.006493506493506493,0.01050649350649352,0.2571175525515786,0.14681739621385204,-0.015531329384716321,0.38840361938071444
2017-01-20,GLBS,34.375,199600304.7,9890.0,9.89,195.20500000000004,10800.0,09:31:00,0.07509881422924901,2.07079110421617,3.340343099947029,40457973240.0,20.02022244691608,0.019211324570273004,0.043478260869565216,-0.15166835187057634,-0.08897876643073811,0.0019211324570273004,0.004347826086956522,-0.015166835187057635,-0.008897876643073812,0.2590386850086059,0.15116522230080856,-0.030698164571773955,0.37950574273764065
2017-01-23,BIOL,19.047619047619047,257509627.2,8.75,1.75,94270.2,9.5,,0.2499999999999997,7.049758240522055,2.0751363475062976,33102715.624999996,5.142857142857138,0.03999999999999996,0.0,0.045714285714285756,0.08571428571428572,0.003999999999999996,0.0,0.004571428571428576,0.008571428571428572,0.2630386850086059,0.15116522230080856,-0.026126736000345378,0.3880771713090692
2017-01-23,GLBS,15.463917525773185,221618070.26999998,11200.0,11.2,235.12900000000002,12100.0,11:01:00,0.2866666666666667,2.289557584756752,1.5026848059742952,64761166730.0,11.607142857142861,0.038392857142857145,0.03571428571428571,0.07857142857142857,0.15267857142857144,0.003839285714285715,0.0035714285714285713,0.007857142857142858,0.015267857142857146,0.2668779707228916,0.15473665087223712,-0.01826959314320252,0.4033450284519264
2017-01-23,MRNS,20.68965517241379,50369906.35,5.6,1.4,250930.75,6.6,09:33:00,0.1249999999999992,6.227387464374423,2.6050015669858007,149972115.66,33.571428571428584,0.02142857142857129,0.07142857142857134,-0.02857142857142844,0.06428571428571418,0.002142857142857129,0.007142857142857135,-0.002857142857142844,0.006428571428571419,0.2690208278657487,0.16187950801509426,-0.021126736000345363,0.4097735998804978
2017-01-24,AVNW,21.545893719806774,137981030.38,6.29,12.58,600.0,6.5,,0.1076233183856503,3.127097731849597,4.534685078766903,206057.25,3.338632750397452,0.019077901430842623,-0.003974562798092266,-0.008744038155802816,0.006359300476947541,0.0019077901430842625,-0.0003974562798092266,-0.0008744038155802816,0.0006359300476947542,0.270928618008833,0.16148205173528504,-0.022001139815925646,0.4104095299281925
2017-01-24,CLRB,19.565217391304344,94706959.2,16.5,1.65,71939.99999999999,16.8,09:30:00,0.37037037037037046,7.799057747066629,2.490758909797408,281800496.0,18.181818181818187,0.06060606060606061,0.024242424242424156,-0.012121212121212078,0.07272727272727268,0.0060606060606060615,0.0024242424242424156,-0.0012121212121212078,0.007272727272727268,0.27698922406943904,0.16390629415952745,-0.023213261028046855,0.4176822572009198
2017-01-25,LOGI,16.660163870464295,,29.9,29.9,91732.0,29.87,09:30:00,0.21077283372365307,3.506167540151695,9.21490331868856,75774054.85,0.0,0.030100334448160487,-0.0016722408026754903,-0.00033444816053516935,0.02809364548494983,0.003010033444816049,-0.00016722408026754903,-3.344481605351694e-05,0.0028093645484949833,0.2799992575142551,0.16373907007925992,-0.023246705844100372,0.4204916217494148
2017-01-25,NEWR,20.270270270270263,2410421218.7000003,40.05,40.05,656662.0,40.76,,0.4740740740740734,5.7419695977910905,5.752459189723283,163548843.70000002,0.12484394506866447,0.07990012484394497,0.01622971285892631,-0.001997503121098584,0.0941323345817727,0.007990012484394498,0.001622971285892631,-0.00019975031210985842,0.00941323345817727,0.2879892699986496,0.16536204136515256,-0.02344645615621023,0.4299048552075921
2017-01-26,AVGR,39.13043478260869,296248260.5,1280.0,3.2,2858.3124999999995,1320.0,09:38:00,0.1111111111111111,6.752251952473226,3.782501731817433,12489916320.0,6.25,0.03125,0.0625,0.046875,0.140625,0.003125,0.00625,0.004687500000000001,0.0140625,0.2911142699986496,0.17161204136515257,-0.01875895615621023,0.44396735520759206
2017-01-26,FFHL,60.17316017316017,11169162.54,3.7,3.7,10204.0,3.59,09:30:00,0.20143884892086347,8.5279328345629,6.916867992549997,13291260.0,40.54054054054055,0.07567567567567574,0.008108108108108055,0.056756756756756746,0.14054054054054055,0.0075675675675675735,0.0008108108108108056,0.005675675675675675,0.014054054054054056,0.29868183756621713,0.17242285217596337,-0.013083280480534554,0.45802140926164614
2017-01-30,CALA,32.60869565217392,505750932.0,6.1,6.1,237550.0,6.4,09:32:00,-0.43333333333333357,8.678853779626042,4.806447586399748,66963367.449999996,18.852459016393453,-0.10655737704918039,-0.0819672131147541,0.04098360655737705,-0.14754098360655746,-0.010655737704918039,-0.00819672131147541,0.004098360655737705,-0.014754098360655747,0.2880260998612991,0.16422613086448795,-0.00898491982479685,0.4432673109009904
2017-01-30,RPRX,17.1875,15753142421.169231,1.5,1.5,47180.0,1.79,,1.0,4.158696988885668,2.9689548236127212,1134707.04,3.3333333333333437,0.14666666666666664,-0.02666666666666669,0.03333333333333336,0.15333333333333332,0.014666666666666665,-0.002666666666666669,0.003333333333333336,0.015333333333333332,0.3026927665279658,0.16155946419782127,-0.005651586491463514,0.45860064423432373
2017-01-31,AEZS,15.384615384615374,382400572.05,3.0,3.0,69321.0,3.25,09:41:00,-0.37499999999999983,6.518956640377939,1.9423897081250552,9438524.925,15.000000000000014,-0.04999999999999997,-0.016666666666666757,0.03333333333333336,-0.03333333333333336,-0.0049999999999999975,-0.0016666666666666757,0.003333333333333336,-0.003333333333333336,0.2976927665279658,0.1598927975311546,-0.002318253158130178,0.4552673109009904
2017-01-31,JAGX,67.9245283018868,38257148.5,934.5,0.89,315.1916,966.0,09:43:00,0.16666666666666666,8.842933811401663,6.007611960650305,8353720725.0,19.10112359550562,0.06741573033707865,0.09258426966292133,-0.0449438202247191,0.11505617977528088,0.006741573033707865,0.009258426966292133,-0.0044943820224719105,0.011505617977528089,0.30443433956167365,0.16915122449744674,-0.006812635180602088,0.46677292887851846
2017-02-01,VCEL,15.384615384615374,124060431.05,3.0,3.0,227232.0,3.35,,0.8750000000000004,2.27625674002842,2.803940226783356,5057498.625,0.0,0.1166666666666667,0.03333333333333336,-0.016666666666666757,0.1333333333333333,0.01166666666666667,0.003333333333333336,-0.0016666666666666757,0.01333333333333333,0.3161010062283403,0.17248455783078007,-0.008479301847268764,0.48010626221185176
2017-02-01,MFIN,21.777777777777786,63449728.31999999,2.74,2.74,4400.0,2.7,09:30:00,0.4285714285714292,2.3217054712888854,3.878701221577693,2216453.965,5.474452554744524,0.0766423357664235,0.1003649635036496,-0.010948905109489142,0.16605839416058396,0.0076642335766423505,0.01003649635036496,-0.0010948905109489143,0.016605839416058397,0.3237652398049827,0.18252105418114503,-0.009574192358217678,0.4967121016279102
2017-02-01,SNES,16.149870801033583,99428320.035,179.8,8.99,10.0,167.8,09:30:00,0.6760000000000003,0.23410425412269345,1.7905241976052377,2453903.35,0.0,0.09399332591768635,0.02113459399332598,-0.03837597330367078,0.07675194660734155,0.009399332591768636,0.002113459399332598,-0.0038375973303670778,0.0076751946607341555,0.3331645723967513,0.18463451358047764,-0.013411789688584756,0.5043872962886443
2017-02-01,CBIO,18.965517241379317,18217630.06,10.35,0.69,12332.466,11.361,,1.0,5.365499759999072,2.6350283691489453,16758570.749999998,1.2173913043478368,0.1594202898550725,0.012898550724637655,0.02898550724637671,0.20130434782608686,0.015942028985507253,0.0012898550724637656,0.0028985507246376712,0.02013043478260869,0.3491066013822585,0.1859243686529414,-0.010513238963947085,0.524517731071253
2017-02-01,CTXS,62.890667836385575,8885257401.279999,74.27,74.27,16491.0,76.99,,0.10566695727986056,2.2484693723605993,29.71508139465956,419090262.72499996,0.9829002288945787,0.040797091692473426,-0.05318432745388452,0.0032314528073245576,-0.009155782954086533,0.004079709169247343,-0.005318432745388452,0.0003231452807324558,-0.0009155782954086534,0.35318631055150584,0.18060593590755294,-0.01019009368321463,0.5236021527758443
2017-02-03,AMRS,19.97333925794267,151345289.589,8.1,,18789.5999,8.1015,09:30:00,0.5450500556173523,2.036555875230654,2.4339658029459605,42351188.6025,0.92592592592593,0.09074074074074068,0.029444444444444356,-0.058703703703703626,0.0614814814814814,0.009074074074074068,0.0029444444444444357,-0.005870370370370363,0.0061481481481481404,0.3622603846255799,0.1835503803519974,-0.016060464053584994,0.5297503009239924
